# COG	func	name
COG4248	R	Uncharacterized protein with protein kinase and helix-hairpin-helix DNA-binding domains
COG4249	R	Uncharacterized protein, contains caspase domain
COG4250	T	Sensory domain  found in diguanylate cyclases and two-component systems (DICT domain)
COG4251	T	Bacteriophytochrome (light-regulated signal transduction histidine kinase)
COG4252	T	Extracellular (periplasmic) sensor domain CHASE2 (specificity unknown)
COG4253	S	Uncharacterized conserved protein, DUF2345 family
COG4254	R	Uncharacterized conserved protein, contains LysM and FecR  domains
COG4255	S	Uncharacterized protein
COG4256	H	Hemin uptake protein HemP
COG4257	V	Streptogramin lyase
COG4258	R	Predicted exporter
COG4259	S	Uncharacterized protein
COG4260	O	Membrane protease subunit, stomatin/prohibitin family, contains C-terminal Zn-ribbon domain
COG4261	R	Predicted acyltransferase, LPLAT superfamily
COG4262	R	Predicted spermidine synthase with an N-terminal membrane domain
COG4263	P	Nitrous oxide reductase
COG4264	P	Siderophore synthetase component
COG4266	F	Allantoicase
COG4267	S	Uncharacterized membrane protein
COG4268	V	5-methylcytosine-specific restriction endonuclease McrBC, regulatory subunit McrC
COG4269	S	Uncharacterized membrane protein YjgN, DUF898 family
COG4270	S	Uncharacterized membrane protein
COG4271	R	Predicted nucleotide-binding protein containing TIR -like domain
COG4272	S	Uncharacterized membrane protein
COG4273	S	Uncharacterized protein, contains metal-binding DGC domain
COG4274	S	Uncharacterized protein, contains GYD domain
COG4275	S	Uncharacterized protein
COG4276	R	Ligand-binding SRPBCC domain
COG4277	R	Predicted DNA-binding protein with the Helix-hairpin-helix motif
COG4278	S	Uncharacterized protein
COG4279	S	Uncharacterized conserved protein, contains Zn finger domain
COG4280	S	Uncharacterized membrane protein
COG4281	I	Acyl-CoA-binding protein
COG4282	M	Cell wall assembly regulator SMI1
COG4283	S	Uncharacterized protein
COG4284	G	UDP-N-acetylglucosamine pyrophosphorylase
COG4285	R	Uncharacterized conserved protein , conains N-terminal glutamine amidotransferase (GATase1)-like domain
COG4286	S	Uncharacterized protein, UPF0160 family
COG4287	R	PhoPQ-activated pathogenicity-related protein
COG4288	S	Uncharacterized protein
COG4289	S	Uncharacterized protein
COG4290	F	Guanyl-specific ribonuclease Sa
COG4291	S	Uncharacterized membrane protein
COG4292	S	Low temperature requirement protein LtrA (function unknown)
COG4293	S	Uncharacterized protein
COG4294	L	UV DNA damage repair endonuclease
COG4295	S	Uncharacterized protein
COG4296	S	Uncharacterized protein
COG4297	S	Uncharacterized protein YjlB
COG4298	S	Uncharacterized protein
COG4299	R	Predicted acyltransferase
COG4300	P	Cadmium resistance protein CadD, predicted permease
COG4301	R	Uncharacterized conserved protein, contains predicted SAM-dependent methyltransferase domain
COG4302	E	Ethanolamine ammonia-lyase, small subunit
COG4303	E	Ethanolamine ammonia-lyase, large subunit
COG4304	S	Uncharacterized protein
COG4305	M	Peptidoglycan-binding domain, expansin
COG4306	S	Uncharacterized protein
COG4307	S	Uncharacterized protein
COG4308	Q	Limonene-1,2-epoxide hydrolase
COG4309	S	Uncharacterized conserved protein, DUF2249 family
COG4310	R	Uncharacterized protein, cotains an aminopeptidase-like domain
COG4311	E	Sarcosine oxidase delta subunit
COG4312	R	Predicted dithiol-disulfide oxidoreductase, DUF899 family
COG4313	S	Uncharacterized conserved protein
COG4314	P	Nitrous oxide reductase accessory protein NosL
COG4315	S	Predicted lipoprotein with conserved Yx(FWY)xxD motif (function unknown)
COG4316	S	Uncharacterized protein
COG4317	F	Xanthosine utilization system component, XapX domain
COG4318	S	Uncharacterized protein
COG4319	R	Ketosteroid isomerase homolog
COG4320	S	Uncharacterized conserved protein, DUF2252 family
COG4321	R	Predicted DNA-binding protein, contains Ribbon-helix-helix (RHH) domain
COG4322	S	Uncharacterized protein
COG4323	S	Uncharacterized protein
COG4324	R	Predicted aminopeptidase
COG4325	S	Uncharacterized membrane protein
COG4326	D	Sporulation-control protein spo0M
COG4327	S	Uncharacterized membrane protein
COG4328	R	Predicted nuclease (RNAse H fold)
COG4329	S	Uncharacterized membrane protein
COG4330	S	Uncharacterized membrane protein
COG4331	S	Uncharacterized membrane protein
COG4332	S	Uncharacterized protein
COG4333	S	Uncharacterized protein
COG4334	S	Uncharacterized protein
COG4335	L	3-methyladenine DNA glycosylase AlkC
COG4336	S	Uncharacterized protein YcsI, UPF0317 family
COG4337	S	Uncharacterized protein
COG4338	S	Uncharacterized protein
COG4339	R	Predicted metal-dependent phosphohydrolase, HD superfamily
COG4340	S	Uncharacterized protein
COG4341	R	Predicted HD phosphohydrolase
COG4342	X	Intergrase/Recombinase
COG4343	V	CRISPR/Cas system-associated exonuclease Cas4, RecB family
COG4344	K	Predicted transciptional regulator, contains HTH domain
COG4345	S	Uncharacterized protein
COG4346	O	Predicted membrane-bound dolichyl-phosphate-mannose-protein mannosyltransferase
COG4347	S	Uncharacterized membrane protein YpjA
COG4352	J	Ribosomal protein L13E
COG4353	S	Uncharacterized protein
COG4354	S	Uncharacterized protein, contains GBA2_N and DUF608 domains
COG4357	S	Uncharacterized protein, contains Zn-finger domain of CHY type
COG4359	E	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase (methionine salvage)
COG4360	F	ATP adenylyltransferase (5',5'''-P-1,P-4-tetraphosphate phosphorylase II)
COG4362	P	Nitric oxide synthase, oxygenase domain
COG4365	S	Uncharacterized protein YllA, UPF0747 family
COG4367	S	Uncharacterized protein
COG4370	S	Uncharacterized protein
COG4371	S	Uncharacterized membrane protein
COG4372	S	Uncharacterized conserved protein, contains DUF3084 domain
COG4373	X	Mu-like prophage FluMu protein gp28
COG4374	V	PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)
COG4377	S	Uncharacterized membrane protein YhfC
COG4378	S	Uncharacterized protein
COG4379	X	Mu-like prophage tail protein gpP
COG4380	S	Uncharacterized protein
COG4381	X	Mu-like prophage protein gp46
COG4382	X	Mu-like prophage protein gp16
COG4383	X	Mu-like prophage protein gp29
COG4384	X	Mu-like prophage protein gp45
COG4385	X	Bacteriophage P2-related tail formation protein
COG4386	X	Mu-like prophage tail sheath protein gpL
COG4387	X	Mu-like prophage protein gp36
COG4388	X	Mu-like prophage I protein
COG4389	L	Site-specific recombinase
COG4390	S	Uncharacterized protein
COG4391	S	Uncharacterized conserved protein, contains Zn-finger domain
COG4392	E	Branched-chain amino acid transport protein
COG4393	S	Uncharacterized membrane protein
COG4394	S	Uncharacterized protein
COG4395	I	Predicted lipid-binding transport protein, Tim44 family
COG4396	X	Mu-like prophage host-nuclease inhibitor protein Gam
COG4397	X	Mu-like prophage major head subunit gpT
COG4398	T	Small ligand-binding sensory domain FIST
COG4399	S	Uncharacterized membrane protein YheB, UPF0754 family
COG4401	E	Chorismate mutase
COG4402	S	Uncharacterized protein
COG4403	V	Lantibiotic modifying enzyme
COG4405	S	Uncharacterized protein YhfF
COG4408	S	Uncharacterized protein
COG4409	GM	Neuraminidase (sialidase)
COG4412	O	Bacillopeptidase F, M6 metalloprotease family
COG4413	E	Urea transporter
COG4416	X	Mu-like prophage FluMu protein Com
COG4420	S	Uncharacterized membrane protein
COG4421	M	Capsular polysaccharide biosynthesis protein
COG4422	X	Bacteriophage protein gp37
COG4423	S	Uncharacterized protein
COG4424	M	LPS sulfotransferase NodH
COG4425	S	Uncharacterized membrane protein
COG4427	S	Uncharacterized protein
COG4430	S	Uncharacterized conserved protein YdeI, YjbR/CyaY-like superfamily, DUF1801 family
COG4443	S	Uncharacterized protein
COG4445	J	tRNA isopentenyl-2-thiomethyl-A-37 hydroxylase MiaE (synthesis of 2-methylthio-cis-ribozeatin)
COG4446	S	Uncharacterized conserved protein, DUF1499 family
COG4447	R	Uncharacterized protein related to plant photosystem II stability/assembly factor
COG4448	E	L-asparaginase II
COG4449	R	Predicted protease, Abi (CAAX) family
COG4451	G	Ribulose bisphosphate carboxylase small subunit
COG4452	V	Inner membrane protein involved in colicin E2 resistance
COG4453	S	Uncharacterized conserved protein, DUF1778 family
COG4454	R	Uncharacterized copper-binding protein, cupredoxin-like subfamily
COG4455	R	Protein of avirulence locus involved in temperature-dependent protein secretion
COG4456	S	Virulence-associated protein VagC (function unknown)
COG4457	S	Uncharacterized protein
COG4458	S	Uncharacterized protein
COG4459	C	Periplasmic nitrate reductase system, NapE component
COG4460	S	Uncharacterized protein
COG4461	S	Uncharacterized protein YPO0702
COG4463	K	Transcriptional regulator CtsR
COG4464	T	Tyrosine-protein phosphatase YwqE
COG4465	K	GTP-sensing pleiotropic transcriptional regulator CodY
COG4466	S	Uncharacterized protein Veg
COG4467	L	Regulator of replication initiation timing
COG4468	G	Galactose-1-phosphate uridylyltransferase
COG4469	R	Competence protein CoiA-like family, contains a predicted nuclease domain
COG4470	S	Uncharacterized protein YutD
COG4471	S	Uncharacterized protein YlbG, UPF0298 family
COG4472	S	Uncharacterized protein, UPF0297 family
COG4473	U	Predicted ABC-type exoprotein transport system, permease component
COG4474	X	Uncharacterized SPBc2 prophage-derived protein YoqJ
COG4475	S	Uncharacterized protein YwlG, UPF0340 family
COG4476	S	Uncharacterized protein YktA, UPF0223 family
COG4477	D	Septation ring formation regulator EzrA
COG4478	S	Uncharacterized membrane protein
COG4479	S	Uncharacterized protein YozE, UPF0346 family
COG4481	S	Uncharacterized protein
COG4483	S	Uncharacterized protein YqgQ
COG4485	S	Uncharacterized membrane protein YfhO
COG4487	S	Uncharacterized protein
COG4492	R	ACT domain-containing protein
COG4493	S	Uncharacterized protein YktB, UPF0637 family
COG4495	S	Uncharacterized protein
COG4496	S	Uncharacterized protein YerC
COG4499	S	Uncharacterized membrane protein YukC
COG4502	F	5'(3')-deoxyribonucleotidase
COG4506	S	Uncharacterized beta-barrel protein YwiB, DUF1934 family
COG4508	F	Dimeric dUTPase, all-alpha-NTP-PPase (MazG) superfamily
COG4509	S	Uncharacterized protein
COG4512	KT	Accessory gene regulator protein AgrB
COG4517	S	Uncharacterized protein
COG4518	X	Mu-like prophage FluMu protein gp41
COG4519	S	Uncharacterized protein
COG4520	M	Surface antigen
COG4521	P	ABC-type taurine transport system, periplasmic component
COG4525	P	ABC-type taurine transport system, ATPase component
COG4529	R	Uncharacterized NAD(P)/FAD-binding protein YdhS
COG4530	S	Uncharacterized protein
COG4531	P	ABC-type Zn2+ transport system, periplasmic component/surface adhesin
COG4533	K	DNA-binding transcriptional regulator SgrR  of sgrS sRNA, contains a MarR-type HTH domain and a periplasmic-type solute-binding domain
COG4535	P	Mg2+ and Co2+ transporter CorC, contains CBS pair and CorC-HlyC domains
COG4536	P	Mg2+ and Co2+ transporter CorB, contains DUF21, CBS pair, and CorC-HlyC domains
COG4537	X	Competence protein ComGC
COG4538	S	Uncharacterized protein
COG4539	S	Uncharacterized membrane protein YGL010W
COG4540	X	Phage P2 baseplate assembly protein gpV
COG4541	S	Uncharacterized membrane protein
COG4542	Q	Protein involved in propanediol utilization, and related proteins (includes coumermycin biosynthetic...
COG4544	S	Uncharacterized conserved protein
COG4545	O	Glutaredoxin-related protein
COG4547	H	Cobalamin biosynthesis protein CobT (nicotinate-mononucleotide:5, 6-dimethylbenzimidazole phosphorib...
COG4548	P	Nitric oxide reductase activation protein
COG4549	S	Uncharacterized protein YcnI
COG4550	T	Cell fate regulator YmcA, YheA/YmcA/DUF963 family (controls sporulation, competence, biofilm development)
COG4551	R	Predicted protein tyrosine phosphatase
COG4552	R	Predicted acetyltransferase
COG4553	I	Poly-beta-hydroxyalkanoate depolymerase
COG4555	CP	ABC-type Na+ transport system, ATPase component NatA
COG4558	P	ABC-type hemin transport system, periplasmic component
COG4559	P	ABC-type hemin transport system, ATPase component
COG4564	T	Signal transduction histidine kinase
COG4565	KT	Response regulator of citrate/malate metabolism
COG4566	TK	Two-component response regulator, FixJ family, consists of REC and HTH domains
COG4567	TK	Two-component response regulator, ActR/RegA family, consists of REC and Fis-type HTH domains
COG4568	K	Transcriptional antiterminator Rof (Rho-off)
COG4569	Q	Acetaldehyde dehydrogenase (acetylating)
COG4570	L	Holliday junction resolvase RusA (prophage-encoded endonuclease)
COG4571	M	Outer membrane protease
COG4572	P	Cation transport regulator ChaB
COG4573	G	Tagatose-1,6-bisphosphate aldolase non-catalytic subunit AgaZ/GatZ
COG4574	O	Serine protease inhibitor ecotin
COG4575	J	Membrane-anchored ribosome-binding protein, inhibits growth in stationary phase, ElaB/YqjD/DUF883 family
COG4576	QC	Carboxysome shell and ethanolamine utilization microcompartment protein CcmK/EutM
COG4577	QC	Carboxysome shell and ethanolamine utilization microcompartment protein CcmL/EutN
COG4578	K	DNA-binding transcriptional regulator of glucitol operon
COG4579	T	Isocitrate dehydrogenase kinase/phosphatase
COG4580	G	Maltoporin (phage lambda and maltose receptor)
COG4581	L	Superfamily II RNA helicase
COG4582	D	Cell division protein ZapD, interacts with FtsZ
COG4583	E	Sarcosine oxidase gamma subunit
COG4584	X	Transposase
COG4585	T	Signal transduction histidine kinase
COG4586	R	ABC-type uncharacterized transport system, ATPase component
COG4587	R	ABC-type uncharacterized transport system, permease component
COG4588	M	Accessory colonization factor AcfC, contains ABC-type periplasmic domain
COG4589	R	Predicted CDP-diglyceride synthetase/phosphatidate cytidylyltransferase
COG4590	R	ABC-type uncharacterized transport system, permease component
COG4591	M	ABC-type transport system, involved in lipoprotein release, permease component
COG4592	P	ABC-type Fe2+-enterobactin transport system, periplasmic component
COG4594	P	ABC-type Fe3+-citrate transport system, periplasmic component
COG4597	E	ABC-type amino acid transport system, permease component
COG4598	E	ABC-type histidine transport system, ATPase component
COG4603	R	ABC-type uncharacterized transport system, permease component
COG4604	P	ABC-type enterochelin transport system, ATPase component
COG4605	P	ABC-type enterochelin transport system, permease component
COG4606	P	ABC-type enterochelin transport system, permease component
COG4607	P	ABC-type enterochelin transport system, periplasmic component
COG4608	E	ABC-type oligopeptide transport system, ATPase component
COG4615	P	ABC-type siderophore export system, fused ATPase and permease components
COG4618	U	ABC-type protease/lipase transport system, ATPase and permease components
COG4619	P	ABC-type iron transport system FetAB, ATPase component
COG4623	MT	Membrane-bound lytic murein transglycosylase MltF
COG4624	C	Iron only hydrogenase large subunit, C-terminal domain
COG4625	S	Uncharacterized conserved protein, contains a C-terminal beta-barrel porin domain
COG4626	X	Phage terminase-like protein, large subunit, contains N-terminal HTH domain
COG4627	R	Predicted SAM-depedendent methyltransferase
COG4628	S	Uncharacterized conserved protein, DUF2132 family
COG4630	F	Xanthine dehydrogenase, iron-sulfur cluster and FAD-binding subunit A
COG4631	F	Xanthine dehydrogenase, molybdopterin-binding subunit B
COG4632	G	Exopolysaccharide biosynthesis protein related to N-acetylglucosamine-1-phosphodiester alpha-N-acety...
COG4633	R	Plastocyanin domain containing protein
COG4634	R	Predicted nuclease, contains PIN domain, potential toxin-antitoxin system component
COG4635	H	Protoporphyrinogen IX oxidase, menaquinone-dependent (flavodoxin domain)
COG4636	R	Endonuclease, Uma2 family (restriction endonuclease fold)
COG4637	R	Predicted ATPase
COG4638	PR	Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit
COG4639	R	Predicted kinase
COG4640	S	Uncharacterized membrane protein YvbJ
COG4641	D	Spore maturation protein CgeB
COG4642	S	Uncharacterized conserved protein
COG4643	X	Uncharacterized domain associated with phage/plasmid primase
COG4644	X	Transposase and inactivated derivatives, TnpA family
COG4645	S	Uncharacterized protein
COG4646	L	Adenine-specific DNA methylase, N12 class
COG4647	Q	Acetone carboxylase, gamma subunit
COG4648	S	Uncharacterized membrane protein
COG4649	S	Uncharacterized protein
COG4650	KT	Sigma54-dependent transcription regulator containing an AAA-type ATPase domain and a DNA-binding domain
COG4651	P	Predicted Kef-type K+ transport protein, K+/H+ antiporter domain
COG4652	S	Uncharacterized protein
COG4653	X	Predicted phage phi-C31 gp36 major capsid-like protein
COG4654	C	Cytochrome c551/c552
COG4655	S	Uncharacterized membrane protein
COG4656	C	Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfC subunit
COG4657	C	Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfA subunit
COG4658	C	Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfD subunit
COG4659	C	Na+-translocating ferredoxin:NAD+ oxidoreductase RNF, RnfG subunit
COG4660	C	Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfE subunit
COG4662	P	ABC-type tungstate transport system, periplasmic component
COG4663	Q	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component
COG4664	Q	TRAP-type mannitol/chloroaromatic compound transport system, large permease component
COG4665	Q	TRAP-type mannitol/chloroaromatic compound transport system, small permease component
COG4666	R	TRAP-type uncharacterized transport system, fused permease components
COG4667	I	Predicted phospholipase, patatin/cPLA2 family
COG4668	G	Mannitol/fructose-specific phosphotransferase system, IIA domain
COG4669	U	Type III secretory pathway, lipoprotein EscJ
COG4670	I	Acyl CoA:acetate/3-ketoacid CoA transferase
COG4671	R	Predicted glycosyl transferase
COG4672	X	Phage-related protein
COG4674	R	ABC-type uncharacterized transport system, ATPase component
COG4675	S	Microcystin-dependent protein  (function unknown)
COG4676	S	Uncharacterized conserved protein YfaP, DUF2135 family
COG4677	GI	Pectin methylesterase and related acyl-CoA thioesterases
COG4678	MX	Muramidase (phage lambda lysozyme)
COG4679	X	Phage-related protein
COG4680	J	mRNA-degrading endonuclease (mRNA interferase) HigB, toxic component of the HigAB toxin-antitoxin module
COG4681	S	Uncharacterized conserved protein YaeQ, suppresses RfaH defect
COG4682	S	Uncharacterized membrane protein YiaA
COG4683	S	Uncharacterized protein
COG4684	S	Uncharacterized membrane protein
COG4685	S	Uncharacterized conserved protein YfaA, DUF2138 family
COG4687	S	Uncharacterized protein
COG4688	S	Uncharacterized protein
COG4689	Q	Acetoacetate decarboxylase
COG4690	E	Dipeptidase
COG4691	V	Plasmid stability protein
COG4692	GM	Predicted neuraminidase (sialidase)
COG4693	P	Oxidoreductase (NAD-binding), involved in siderophore biosynthesis
COG4694	J	Wobble nucleotide-excising tRNase
COG4695	X	Phage portal protein BeeE
COG4696	R	Predicted phosphohydrolase, Cof family, HAD superfamily
COG4697	S	Uncharacterized protein
COG4698	S	Uncharacterized protein YpmS
COG4699	S	Uncharacterized protein
COG4700	S	Uncharacterized protein
COG4701	S	Uncharacterized protein
COG4702	S	Uncharacterized protein, UPF0303 family
COG4703	S	Uncharacterized protein YkuJ
COG4704	S	Uncharacterized conserved protein, DUF2141 family
COG4705	S	Uncharacterized membrane-anchored protein
COG4706	I	Predicted 3-hydroxylacyl-ACP dehydratase, HotDog domain
COG4707	X	Prophage pi2 protein 07
COG4708	S	Uncharacterized membrane protein
COG4709	S	Uncharacterized membrane protein
COG4710	R	Predicted DNA-binding protein with an HTH domain
COG4711	S	Uncharacterized membrane protein
COG4712	S	Uncharacterized protein
COG4713	S	Uncharacterized membrane protein
COG4714	S	Uncharacterized membrane-anchored protein
COG4715	S	Uncharacterized conserved protein, contains Zn finger domain
COG4716	S	Myosin-crossreactive antigen  (function unknown)
COG4717	S	Uncharacterized protein YhaN
COG4718	X	Phage-related protein
COG4719	S	Uncharacterized protein
COG4720	S	Uncharacterized membrane protein
COG4721	H	ABC-type thiamine/hydroxymethylpyrimidine transport system, permease component
COG4722	X	Phage-related protein
COG4723	X	Phage-related protein, tail component
COG4724	G	Endo-beta-N-acetylglucosaminidase D
COG4725	J	N6-adenosine-specific RNA methylase IME4
COG4726	NW	Tfp pilus assembly protein PilX
COG4727	S	Uncharacterized protein
COG4728	S	Uncharacterized protein
COG4729	S	Uncharacterized protein
COG4731	S	Uncharacterized conserved protein, DUF2147 family
COG4732	S	Predicted membrane protein
COG4733	X	Phage-related protein, tail component
COG4734	V	Antirestriction protein
COG4735	S	Uncharacterized protein YaaW, UPF0174 family
COG4736	C	Cbb3-type cytochrome oxidase, subunit 3
COG4737	S	Uncharacterized protein
COG4738	K	Predicted transcriptional regulator
COG4739	S	Uncharacterized protein, contains ferredoxin domain
COG4740	R	Predicted metalloprotease
COG4741	F	Predicted secreted endonuclease distantly related to archaeal Holliday junction resolvase
COG4742	K	Predicted transcriptional regulator, contains HTH domain
COG4743	S	Uncharacterized membrane protein
COG4744	S	Uncharacterized protein
COG4745	R	Predicted membrane-bound mannosyltransferase
COG4746	S	Uncharacterized protein
COG4747	S	Uncharacterized conserved protein, contains tandem ACT domains
COG4748	S	Uncharacterized protein
COG4749	S	Uncharacterized protein
COG4750	MI	CTP:phosphocholine cytidylyltransferase involved in choline phosphorylation for cell surface LPS epi...
COG4752	S	Uncharacterized protein
COG4753	TK	Two-component response regulator, YesN/AraC family, consists of REC and AraC-type DNA-binding domains
COG4754	S	Uncharacterized protein
COG4755	S	Uncharacterized protein
COG4756	R	Predicted cation transporter
COG4757	R	Predicted alpha/beta hydrolase
COG4758	S	Predicted membrane protein
COG4759	S	Uncharacterized protein
COG4760	S	Uncharacterized membrane protein, YccA/Bax inhibitor family
COG4762	S	Uncharacterized protein, UPF0548 family
COG4763	S	Uncharacterized membrane protein YcfT
COG4764	S	Uncharacterized protein
COG4765	S	Uncharacterized protein
COG4766	E	Ethanolamine utilization protein EutQ, cupin superfamily (function unknown)
COG4767	V	Glycopeptide antibiotics resistance protein
COG4768	S	Uncharacterized protein YoxC, contains an MCP-like domain
COG4769	S	Uncharacterized membrane protein
COG4770	I	Acetyl/propionyl-CoA carboxylase, alpha subunit
COG4771	P	Outer membrane receptor for ferrienterochelin and colicins
COG4772	P	Outer membrane receptor for Fe3+-dicitrate
COG4773	P	Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid
COG4774	P	Outer membrane receptor for monomeric catechols
COG4775	M	Outer membrane protein assembly factor BamA
COG4776	K	Exoribonuclease II
COG4778	P	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
COG4779	P	ABC-type enterobactin transport system, permease component
COG4781	I	Membrane-anchored glycerophosphoryl diester phosphodiesterase (GDPDase), membrane domain
COG4782	R	Esterase/lipase superfamily enzyme
COG4783	R	Putative Zn-dependent protease, contains TPR repeats
COG4784	R	Putative Zn-dependent protease
COG4785	M	Lipoprotein NlpI, contains TPR repeats
COG4786	N	Flagellar basal body rod protein FlgG
COG4787	N	Flagellar basal body rod protein FlgF
COG4789	U	Type III secretory pathway, component EscV
COG4790	U	Type III secretory pathway, component EscR
COG4791	U	Type III secretory pathway, component EscT
COG4792	U	Type III secretory pathway, component EscU
COG4794	U	Type III secretory pathway, component EscS
COG4795	U	Type II secretory pathway, component PulJ
COG4796	U	Type II secretory pathway, component HofQ
COG4797	R	Predicted regulatory domain of a methyltransferase
COG4798	R	Predicted methyltransferase
COG4799	I	Acetyl-CoA carboxylase, carboxyltransferase component
COG4800	K	Predicted transcriptional regulator with an HTH domain
COG4801	R	Predicted acyltransferase, contains DUF342 domain
COG4802	C	Ferredoxin-thioredoxin reductase, catalytic subunit
COG4803	S	Uncharacterized membrane protein
COG4804	R	Predicted nuclease of restriction endonuclease-like (RecB) superfamily,  DUF1016 family
COG4805	S	Uncharacterized conserved protein, DUF885 familyt
COG4806	G	L-rhamnose isomerase
COG4807	S	Uncharacterized conserved protein YehS, DUF1456 family
COG4808	S	Uncharacterized lipoprotein YehR, DUF1307 family
COG4809	G	Archaeal ADP-dependent phosphofructokinase/glucokinase
COG4810	E	Ethanolamine utilization protein EutS, ethanolamine utilization microcompartment shell protein
COG4811	S	Uncharacterized membrane protein YobD, UPF0266 family
COG4812	E	Ethanolamine utilization cobalamin adenosyltransferase
COG4813	G	Trehalose utilization protein
COG4814	S	Uncharacterized protein with an alpha/beta hydrolase fold
COG4815	S	Uncharacterized protein
COG4816	E	Ethanolamine utilization protein EutL, ethanolamine utilization microcompartment shell protein
COG4817	L	DNA-binding ferritin-like protein (Dps family)
COG4818	S	Uncharacterized membrane protein
COG4819	E	Ethanolamine utilization protein EutA, possible chaperonin protecting lyase from inhibition
COG4820	E	Ethanolamine utilization protein EutJ, possible chaperonin
COG4821	R	Uncharacterized protein, contains SIS (Sugar ISomerase) phosphosugar binding domain
COG4822	H	Cobalamin biosynthesis protein CbiK, Co2+ chelatase
COG4823	V	Abortive infection bacteriophage resistance protein
COG4824	X	Phage-related holin (Lysis protein)
COG4825	S	Uncharacterized membrane-anchored protein
COG4826	O	Serine protease inhibitor
COG4827	R	Predicted transporter
COG4828	S	Uncharacterized membrane protein
COG4829	Q	Muconolactone delta-isomerase
COG4830	J	Ribosomal protein S26
COG4831	T	Roadblock/LC7 domain
COG4832	S	Uncharacterized protein
COG4833	G	Predicted alpha-1,6-mannanase, GH76 family
COG4834	S	Uncharacterized protein
COG4835	S	Uncharacterized protein
COG4836	S	Uncharacterized membrane protein YwzB
COG4837	O	Disulfide oxidoreductase YuzD
COG4838	S	Uncharacterized protein YlaN, UPF0358 family
COG4839	D	Cell division protein FtsL
COG4840	S	Uncharacterized protein YfkK, UPF0435 family
COG4841	S	Uncharacterized protein YneR
COG4842	S	Uncharacterized conserved protein YukE
COG4843	S	Uncharacterized protein YebE, UPF0316 family
COG4844	S	Uncharacterized protein YuzB, UPF0349 family
COG4845	V	Chloramphenicol O-acetyltransferase
COG4846	CO	Membrane protein CcdC involved in cytochrome C biogenesis
COG4847	S	Uncharacterized protein
COG4848	S	Uncharacterized protein YtpQ, UPF0354 family
COG4849	R	Predicted nucleotidyltransferase
COG4850	I	Phosphatidate phosphatase APP1
COG4851	R	Protein involved in sex pheromone biosynthesis
COG4852	S	Uncharacterized membrane protein
COG4853	T	Two-component signal transduction system YycFG, regulatory protein YycI
COG4854	S	Uncharacterized membrane protein
COG4855	F	Uncharacterized protein
COG4856	S	Uncharacterized protein, YbbR domain
COG4857	E	5-Methylthioribose kinase, methionine salvage pathway
COG4858	S	Uncharacterized membrane-anchored protein
COG4859	S	Uncharacterized protein
COG4860	K	Predicted DNA-binding transcriptional regulator, ArsR family
COG4861	S	Uncharacterized protein
COG4862	KTN	Negative regulator of genetic competence, sporulation and motility
COG4863	T	Two-component signal transduction system YycFG, regulatory protein YycH
COG4864	S	Uncharacterized protein YqfA, UPF0365 family
COG4865	E	Glutamate mutase epsilon subunit
COG4866	S	Uncharacterized protein
COG4867	S	Uncharacterized protein, contains von Willebrand factor type A (vWA) domain
COG4868	S	Uncharacterized protein, UPF0371 family
COG4869	Q	Propanediol utilization protein
COG4870	O	Cysteine protease, C1A family
COG4871	K	Metal-binding trascriptional regulator, contains putative Fe-S cluster and ArsR family DNA binding domain
COG4872	S	Uncharacterized membrane protein
COG4873	S	Uncharacterized protein YkvS
COG4874	S	Uncharacterized protein
COG4875	S	Uncharacterized protein
COG4876	S	Uncharacterized protein YdaT
COG4877	S	Uncharacterized protein
COG4878	S	Uncharacterized protein
COG4879	S	Uncharacterized protein
COG4880	R	Secreted protein containing C-terminal beta-propeller domain distantly related to WD-40 repeats
COG4881	S	Predicted membrane protein
COG4882	R	Predicted aminopeptidase, Iap family
COG4883	S	Uncharacterized protein
COG4884	S	Uncharacterized conserved protein YfeS, contains WGR domain
COG4885	S	Uncharacterized protein
COG4886	K	Leucine-rich repeat (LRR) protein
COG4887	S	Uncharacterized metal-binding protein conserved in archaea
COG4888	K	Transcription elongation factor Elf1, contains Zn-ribbon domain
COG4889	R	Predicted helicase
COG4890	S	Predicted outer membrane lipoprotein
COG4891	S	Uncharacterized protein
COG4892	R	Predicted heme/steroid binding protein
COG4893	S	Uncharacterized protein
COG4894	S	Uncharacterized protein YxjI
COG4895	S	Uncharacterized protein YwbE
COG4896	S	Uncharacterized protein YlaI
COG4897	S	General stress protein CsbA (function unknown)
COG4898	S	Uncharacterized protein
COG4899	S	Uncharacterized protein
COG4900	R	Predicted metallopeptidase
COG4901	J	Ribosomal protein S25
COG4902	S	Uncharacterized protein
COG4903	K	Competence transcription factor ComK
COG4904	S	Uncharacterized protein
